,theme,vector
49,테마파크,"[ 3.91934572e+02 -1.01724612e+04  5.67217623e+03  1.87430042e+04
  9.85907720e+03  8.50333288e+03 -3.30485693e+03 -1.62106271e+04
  2.76372697e+03  1.06331759e+04  8.95145200e+03  4.04071256e+03
 -1.77719852e+03  1.41962676e+03 -2.00976698e+03  5.76560216e+03
 -2.54556963e+03 -2.87568504e+03  6.53068769e+03  9.51621022e+03
 -9.84837047e+03 -1.71607714e+03 -1.33154962e+04  1.91054882e+03
  9.98573797e+03  1.25918108e+02 -4.41150635e+02  7.44518133e+03
  1.02845414e+04 -7.95575119e+03  6.65236429e+03  1.54308251e+03
  4.06015119e+03 -1.03275004e+02  1.20704082e+04 -1.52398762e+03
  4.33826005e+03  1.19723169e+03  2.67795120e+03  1.45178671e+04
 -1.38127705e+04  2.51162876e+02  6.40902626e+03 -9.90475356e+03
  3.95493869e+03  6.01264813e+03 -7.42967553e+03 -4.33904421e+02
 -6.92504388e+03  4.41206054e+03  1.66074716e+01 -5.48285629e+03
  3.57243141e+03 -1.06048244e+04 -5.39312899e+03  8.28748054e+03
  1.31015013e+04 -1.24439684e+03  4.02323618e+03 -1.58988793e+04
 -1.74474123e+03 -1.58510595e+04 -3.87651371e+03 -7.07344595e+02
 -2.48057424e+03  9.71583724e+03 -1.66032105e+02  3.58214727e+03
  1.58824433e+04 -7.87894424e+02  2.80812808e+03 -9.55194009e+03
  4.54173501e+02  1.06127126e+04  1.24806217e+04 -1.59642860e+02
 -4.51381446e+03 -2.48199099e+03  1.51562578e+04  3.58972154e+03
 -9.68974666e+03  1.36142474e+03 -4.49984052e+03  8.67698895e+02
  4.61577859e+00  2.10022177e+03 -1.00723137e+04 -9.99874668e+03
 -1.64668296e+03  9.77619235e+03  6.34002526e+03 -6.79895910e+03
  2.74184006e+02  3.67602806e+03 -2.44604950e+03  1.61685171e+03
  3.90954637e+03  9.99920940e+03  9.25949382e+02 -1.32667465e+01]"
50,취업,"[-10606.93642544  -4848.41179144  12091.72068674  15124.60398832
   5661.56337455  11585.57508047 -10693.59323057 -12497.67353567
  -6913.24698565  -6517.55197507   -499.04003089  13875.35509952
   -597.74134903   9705.24365705  -6541.05064172   9256.0723034
  -1368.14496795  -6023.25652537  19591.89804233  10086.89289025
  -6153.96598392    520.76316967 -12696.19484039   1189.96539994
  15646.21583064  -4769.14660512  -4064.31356593   -932.23305989
  12864.28152189  -5492.59860836   8886.45453798   1440.81360417
  12948.65497129    520.41097122   4789.00815674    399.65843396
   7951.3719154   -1216.48077741   4197.31780415  10646.05089633
 -12859.73669545  -7054.29133143  10455.30171838 -11728.13138101
  -5420.49126707   1550.24577553 -15139.84774322  -2691.9076275
  -8950.63117435  -5290.10960732   6236.04166551  -4095.98493999
  -4624.63800404  -2544.21901566   -691.39324319   7727.76304714
  15936.31141974   -717.9360248   10754.05100452 -15388.5904194
   8251.58322825  -7165.07475978  -1853.21910348  -9857.99427732
 -13035.91318823  18351.27567313  -4688.18218616  10604.03396814
   8020.27971011  -8153.1557117   -2580.44360466  -5918.64802382
   3734.53101673   8403.47836095  18544.47001866    480.19912542
 -10019.49900565  -1604.35728615   3052.08367862   4230.05103907
 -12452.90332269  -9381.62618641  -7654.69911493   8937.09722911
   -308.91334779  -1124.58391159 -17187.91745892  -4850.88853694
   -298.80866598  13424.39846425   3365.48450125 -13653.87956825
  13232.04636408  -9834.22025809  -5305.24177859    253.04732216
   6344.91683461   1576.78119804  -3787.50601512  -5196.49425124]"
51,건설사,"[  -115.78902398  -8854.60530497   7621.6491223   12231.03083551
   1777.00850944   7628.70563293  -8206.6163126  -24544.47546279
  -3510.96517507   9211.86634009   2951.5350185    6646.48764803
  -3968.16107792   4370.25855452  -9640.18010324   7185.83272617
    149.48314649 -10797.20714623   5445.33094918   9843.10724367
   1670.74567181  -4508.13321135 -11010.52247016  -5285.06089989
   8763.8736124    -572.23414798  -6369.22628469   3999.48201298
  13277.46975204 -12961.84486244   -626.5310176     724.49539205
   4254.78105298   -227.31296427   9350.60083084  -1930.33247968
   2047.86456012   2985.80971229  -1126.25025514   9574.99676788
 -11069.74268702   2186.15386395  12689.8662238   -5686.72515311
   1323.29636215   6799.66108893 -15408.83962913   -712.87553874
   -449.55294874   -385.93579172   4606.53709389  -4538.35222208
   1138.34365629  -4759.22344279   3595.57634409  13422.13155436
   6397.10225761  -5306.31545794   8309.34556558 -15829.70247507
   2290.93529206 -14566.6506252    3845.6759718   -4635.19049684
  -7919.47191213   7867.34818438   2102.47892867   -416.39329368
  10805.80640546  -1961.06505184  -6581.15173042   2693.33839148
    424.15635724  10420.34776554  16145.88626171   2527.39697412
 -11486.46123509    638.80379222   5576.26056699   3282.021476
 -11205.89107309    863.48841224  -6090.57198317   4229.54887408
   1557.88520418   -773.74101453  -5890.9051679  -13222.27891151
   -330.49213865  12201.09150124   9058.75104249 -12287.41686797
  13910.95314037  -9038.36478517  -5966.38877458   -370.82618376
   1540.05386738   3569.00132996  -6443.88327794   -189.90574397]"
52,지진,"[ -3592.96492786  -3408.27445018   1482.83616365    546.76141503
   1628.50560212   3508.47673328  -1112.61700412  -9623.31769857
  -1500.39197212  -1450.18851916    486.03355921   6259.40578766
   -642.18456102   2506.60431664  -2915.76403711   3908.83422345
   4216.64048247  -4367.05573526   3195.9220445    2573.23414529
   -247.57217808  -4111.79875957  -8824.52976117   4733.14562556
   4294.35512375  -5360.64739651  -2230.57802619   3455.1957752
   9558.79056162  -6855.81610508   2252.7522406    5879.57618469
   7296.25081142  -2306.53655455   7542.57969892  -1132.48129898
    319.47173119   4069.8997481    4966.1967728    8841.51842127
  -9460.55756868  -1154.37738155  11462.67975602  -1891.26452443
  -2667.9557665    3727.76888207  -6102.0428946   -3036.88782515
   1938.30277006   6658.04680878   4064.27541904   1694.93023297
  -1171.72367496   3731.95332572   2088.01143376   2777.79747416
   2905.48590693  -8266.07781118   4538.62106797 -12127.54846423
   4880.20957422  -7802.20539317   3269.07996502  -6489.49388771
  -8524.0843829     836.25702293   5733.52212867   1268.79854101
   1315.77318072   1292.93039767  -2696.21515597  -3944.03129873
  -5147.63857019   4079.46985758   1723.52574186   1055.56976138
 -11972.35974245   2688.91004077  -6870.99057144    227.60103098
  -3972.59885278  -1520.53926832  -3931.11791285   6700.94883051
   4035.08940074  -1273.61460949  -5415.3604229   -5972.48262323
  -6299.56491274   -432.24213708   3453.88662582 -12089.5074226
   7141.79384823  -4836.40044912   -463.74235724   -228.16157894
   3075.53829884    292.47736155   -300.28815486  -5638.38014808]"
53,가스터빈,"[-7.93405117e+03 -2.50989909e+04  5.93832113e+03  3.06004338e+04
  1.22409134e+04  1.48526956e+04  2.23456063e+03 -2.01305390e+04
 -1.77450645e+03  1.07754404e+04  1.65087503e+04  4.11883041e+03
  1.73481697e+04  1.89343523e+04 -1.82241980e+04  8.47780459e+03
  3.54750839e+03  4.30245404e+03  2.41618313e+04  1.47180556e+04
  5.22795271e+03  1.30868425e+04  5.94885235e+03 -1.06666284e+04
  1.82374141e+03  1.14497685e+03 -1.38908336e+04  7.95429032e+03
  2.86747523e+04 -1.59507519e+04  9.38736126e+03 -5.67426990e+03
  7.59823587e+03 -1.81448089e+04 -7.64721228e+02 -8.77783036e+03
  1.80304137e+04 -1.33521406e+04 -3.37374482e+03  1.48960128e+04
 -2.53983299e+04  6.16454537e+03  2.08457542e+04 -3.29374511e+04
  1.44579203e+04  1.73425107e+04 -2.76773604e+04  1.13540660e+04
 -9.19326731e+03 -2.33756705e+04  1.52169721e+04 -9.96234690e+03
  6.83279878e+03 -1.74090820e+03 -4.23077314e+02  2.51735920e+03
  6.25272535e+03 -1.19354541e+04  1.00760316e+04 -2.87081619e+04
  2.86944641e+03 -3.77182820e+04 -1.30096204e+04 -1.45160087e+04
  2.72383406e+03  3.48433661e+04  6.37872839e+03 -1.67529910e+02
  8.41095742e+03  1.66271074e+03 -4.75714719e+03 -8.57258985e+03
 -2.53568930e+01  1.86753394e+04  2.15649123e+04 -1.11834019e+04
 -3.04963123e+04  7.37032804e+03  7.89020846e+01 -1.21017681e+03
 -1.02801400e+04  7.19141167e+03 -1.57158133e+04  4.50747730e+03
 -5.45324660e+03 -4.99691886e+03  1.86067709e+03 -4.59998692e+04
 -2.72888669e+03  2.32001628e+04  2.61359716e+04 -1.63018138e+04
  7.85798219e+03 -4.89552200e+03 -8.13415428e+03  7.89955651e+03
  1.47966129e+04  1.89296778e+04  5.95675247e+03  1.45371190e+04]"
54,수소차,"[  5310.77321331 -20181.35241061   7193.18864295  12693.45329202
   1629.27079985   6222.15788206   5010.35430548 -10700.14063555
  -4884.86573243   -686.14575671   9841.98766173   8536.24615514
  11993.68516302  11954.3100563   -8774.30224349  11385.98203705
   7173.54934336   3225.11838357  16814.04631238   9363.19699271
   3382.21590295   2337.37639047   6270.91167175  -4899.9792652
   1018.0646108    4688.26502682 -14870.75488601   5195.83986061
  20586.65689429 -13517.7844684    4209.31422402  -6086.36336205
  10034.89968278 -12583.61712068   1446.14073195  -4026.99598574
  12766.96364406 -12423.71651973  -2413.44947019   4539.88287873
 -24444.63625979  -5575.68992681  19039.68408422 -19256.07418274
  13775.28128848  16032.02296005 -11114.85968555   2074.30156893
  -1350.42785875  -7093.10069496   7179.5083978   -8804.99217173
   6900.17267214  -6080.56961623  -3171.81024713   3154.76756844
   6749.03368296  -4296.73949299   8559.65672089 -13298.783145
  -8498.4336887  -25158.30932557   3824.69802004  -9066.80975913
  -1213.46335377  18986.3066961    7868.50697896    551.85116827
  14810.57734871     36.65686513  -2415.01411277 -11547.46525138
  -1063.48536694  14189.39635178  20297.08395724 -10666.14888117
 -19782.4847493    4464.108942    13987.88305131  -1069.91315308
  -7848.73746641  -4600.99625529 -13676.21414936   4991.14212903
   7152.81501103  -7055.9085194  -12957.45717827 -23777.52728421
  -3919.28254489  13916.38841742  14337.42422607 -15119.10642043
   9700.36531828   -453.01647096  -7690.08466208   6830.23512868
  21193.09754347   6109.89103888  -6901.40081444  10978.81950158]"
55,제약업체,"[-1.20394306e+04 -2.31049142e+04  3.71772946e+03  1.46667870e+04
  3.86493786e+03  1.41790447e+04 -8.61446401e+03 -1.93920456e+04
 -1.46593142e+04 -1.24325864e+04  1.32137307e+01  1.09847235e+03
  1.33403629e+04  9.24548388e+03 -1.27021789e+04  2.62541026e+03
  5.17110534e+03 -1.46237965e+03  2.93784426e+04  1.38552801e+04
  1.31429141e+03  7.50851508e+03 -2.93144925e+03  9.80157908e+03
  6.40213791e+03  3.90699059e+03 -1.48305987e+04  7.51125765e+03
  1.81951946e+04 -9.21494783e+03 -2.10743939e+03 -3.90938725e+03
  2.03703674e+04 -4.49910546e+03 -3.45294834e+03 -8.62894364e+02
  8.24230636e+03  5.73221335e+03  5.07003262e+01  3.23572001e+03
 -3.06038636e+03 -9.90704727e+03  2.20779311e+04 -1.61189859e+04
 -1.76428268e+04  4.13955677e+03 -1.28923322e+04  5.98380352e+03
  6.46313099e+01 -1.29966284e+03  1.21631734e+04  1.99873957e+02
 -4.98118466e+03 -1.88681805e+03  4.78059588e+03 -4.11227752e+03
  2.38839431e+03  5.66890080e+00  4.04928092e+02 -1.88928746e+04
  1.36963693e+04 -1.69028938e+04 -4.07037073e+03  4.23646978e+03
 -1.90719644e+04  3.41467703e+04 -2.12356510e+03 -5.39560052e+03
 -1.67636552e+04  5.07818410e+03  6.75788775e+02  2.27447568e+03
  3.31444527e+03  3.14781115e+04  2.78425950e+04  1.46281771e+03
 -2.58372480e+04  1.32035922e+04  1.12996918e+03  9.21632146e+01
 -2.41365530e+04 -6.62129416e+03  6.97185102e+03  1.12930844e+04
  1.61282130e+04  5.60530299e+03 -2.42436930e+04 -1.43175548e+04
  5.41694432e+02  1.55386441e+04  1.20705224e+04 -1.92026313e+04
 -5.41503063e+03 -3.64953154e+03 -8.03829224e+03  1.23521932e+04
  9.54670065e+03  1.91702863e+04  1.02246184e+04  1.25104937e+04]"
56,ESS,"[-13271.50253879 -30645.60587843   4078.42956101  21475.28157643
   1948.09392218   6763.43536624   3026.05269011 -29435.18846415
     53.17280015   5730.52908234  15220.40641499   7616.39572496
  10997.71619428  20862.20374896 -15762.96847688  10971.02887973
   8790.85615312  -8599.58189902  28889.77091202   5464.99758467
   6633.6271152   -1115.90834585    575.63755965  -9896.66075596
  -1946.5037441  -10493.98404832 -14419.67910909   4463.19473374
  21933.18655282 -24195.01707522  -3171.00624801    973.75202525
  13989.83196227 -11268.99257496   3475.166866    -6263.91236585
  13811.30526281  -5034.24281223   2168.28588074  13508.90714484
 -27917.63736549  -3137.0881723   25818.72063205 -19008.21123653
   2556.63364838  23621.76106261 -26151.70826491   3006.96208512
  13184.76604954 -10709.80678849  22157.67237709  -8668.05013228
  -7164.07199835  -2690.65817369  -1058.91175487   8545.75233637
   8284.49037026 -14207.99872166  16638.07221269 -27423.10082682
    815.32231293 -31774.83347975   -892.21798717 -14747.19952396
 -15662.12287163  31164.7632427   13955.66085265   2186.97996002
   5879.47333316  -2325.21817663  -9001.7269641   -7202.21974503
    556.5582849   16868.63007346  24446.4828623    3257.27322377
 -28049.58190732  13879.04378899   2462.31777724  -1421.62846853
 -11469.63042366   2912.62720159 -17033.02356132   -847.98037125
   4245.07871076  -4095.720007   -11772.49143075 -39196.05400002
 -14151.03047166   9089.99838863  20038.32482737 -20015.70248484
  12542.74669887  -5907.43093439   1195.87222138   6810.04514922
  11399.32893051   3838.91886936 -10193.41963871   5477.6065509 ]"
57,노인복지,"[ -4198.78624061  -7633.03392809   2444.12534095   8791.10517242
   6951.61502466  12772.94230345  -6830.74905921 -10636.7609148
   4931.5752465    6131.31936997   3346.67558638   2501.76016961
  -1406.15528102   6266.97203988   1461.47039949   8729.04062225
  -4378.76389307  -9176.99939242   5621.69544708   7420.54947431
  -1334.50036868 -10262.00077547 -15059.2741813     239.27801961
  11176.03885632  -5053.72785536   5598.95399051   1189.84180552
  14185.76012622  -7509.87012289   6115.58059952   2989.89358949
  12883.13330798   7357.35583477   9358.4275757    4150.77192392
   6561.09103213   6014.31678679   9015.24830005  11941.80195487
 -13507.66187989   1322.35163138   8399.84414569    527.74655039
  -3681.23784657   7430.0345068  -15359.54997382   2330.46180143
  -5101.13353762   6037.33355611   3648.59135292   2614.94369681
  -1532.04099594  -5776.97132619    196.48007452   8088.79208252
  11153.45031091   2722.45032325   6097.64213856  -9533.07571474
   3894.64422439  -5022.21377267  -4418.56005114  -7461.96215409
   -835.1042803   -2379.50990783  -2544.63595948   2175.06007134
   7872.79265131     24.44483579  -1600.54305134  -3933.67175889
  -2446.07548696   4434.66071969  12559.69647617   6413.9364821
   2066.1946471     337.02905854   4383.32950922  -1331.1147915
  -7893.90277583  -5947.03500663   -995.42901333   5467.55699519
    479.78526077   2923.35712472 -12371.32544732   -949.75644096
   2250.40205478   8083.28891317   1181.4256602   -8277.56823549
   6431.85343455    905.92668333  -6261.09802013  -2997.83157219
  10861.90048396  -3528.99393976  -2469.47731007  -6027.73852795]"
58,금융자동화기기,"[ -8145.12727243 -16208.97510405  10024.65115449  13079.65092998
    970.80843467   2303.15630072  -2100.22206771 -16675.18677479
  -7389.94966556   3485.12813004  13081.90050396  -1615.35416485
    397.35277556  11114.11081462   -311.06012347  18003.51519525
   3973.87766914 -13945.84779686  15759.46063661  14190.97802725
  -2633.82638214    845.73754956    382.34216107  -4852.44175907
  14367.5605775   -3849.80601362  -3380.13859135   3997.81764627
   6640.31290025  -6020.31450108   6987.01317397  -3336.36475594
  10420.16366708   4765.44799103   -524.55776675  -3154.64369426
   5140.52559875   6219.8171652    1251.17647653   1443.42998504
 -15392.5143149   -1079.72920855  10216.76441989 -11179.03016208
  -1813.57890109   7470.71320154 -12193.90785307   7780.06658712
   6749.19342063   -155.81156874   7176.39966461  -6923.11653813
    928.61387546  -5443.60750813  -1575.1709843    9029.23139624
  14685.62899117   8131.24315502   3492.28489682  -8952.28632129
  -4488.76017131 -11829.04819589   1653.65221672  -3519.70838755
 -12856.15908971  20573.24946941    460.46483154  -6152.53047225
  11333.3160892   -4405.74683243 -10107.27791359  -4365.60510728
  11847.29806751   7679.96340032   9898.04592742  -7307.03004498
 -13932.01486156    809.76766623  12472.12734467  -2747.52921113
 -19245.73128607  -7198.23907706  -1820.95007452  -3589.14427915
  11695.91044898   4735.52098386 -19657.62443005  -8292.52029468
  -8311.07198809  19216.43167274   8846.27035906 -12980.63943836
   6225.94914911   -588.7039243   -5602.07277876   -134.51194583
   2632.09950002     35.6390311    -850.17454796    -38.9138585 ]"
59,스마트그리드,"[ -1752.8846715  -35360.31264079  17365.77431216  27008.83164992
  13224.88482138  15296.81399567   6348.47418995 -15211.12726256
  -1919.67284932  19852.69940288  23846.07267788   7747.05049521
  20584.71276456  15138.71492228  -8689.58177283  15810.35978199
  13074.26561244   -165.44546451  28870.40449412  17310.5991784
    209.38294954   -608.67358941  15056.10540804  -7401.80286302
   7265.53681495  -2272.98772133 -14701.16231895   7917.31011353
  12929.89998798 -14755.57413439  17540.32417733  -7358.38380864
  13609.59366853  -9274.02253419   -661.02503451 -19891.79824098
  27095.08650231 -10121.14790897  -7882.07457206   4660.46490863
 -20182.16047461   2789.06658515   5805.13337711 -26463.69574783
  11049.55163295  20217.85784946 -17937.77270978  17379.36349737
  10428.52455663 -17823.14015538  10108.63449502 -11619.27987996
  10342.90288353 -10268.54311775  -5868.24668845   6708.89796213
  18055.37583764  -4721.59176176  14945.68684265 -18821.16837896
 -11633.22957457 -31837.03042547 -11109.01637328   1286.17396569
  -1958.57839432  37177.79736866   7393.57178312  -6966.21809305
  12851.46068186  -2037.62013221  -8486.49210298  -8039.70128579
  10464.39568992  19966.32473763  29269.69455526 -13966.33590987
 -21648.70259375   2881.01003908  21863.55096377   5781.32827548
 -13463.15051783   -525.19432396  -6499.25605428   1769.35318622
   -329.11449625   3836.17442722  -5229.15152945 -26444.42274054
 -13494.54505062  19153.64194574  17574.32129929 -12206.34831759
  -4675.80154886   1497.33698436  -6196.1667508    7850.53857202
    579.55813412  18275.25939076  -1717.79916429  12720.70194918]"
